state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
PA  ,Oj,Oj,Oj;15,PAOj;15,15,Central Pennsylvania,Juniata Formation,Ordovician,"Juniata Formation - Grayish-red, very fine to medium-grained, crossbedded sandstone, and grayish-red siltstone and shale; merges with underlying Bald Eagle Formation to the south; not present east of Susquehanna River, except at Spitzenberg Hill area (Berks County).",,,PA002,sandstone,shale,siltstone,PA001 PA002,
PA  ,Ojb,Ojb,Ojb;15,PAOjb;15,15,Central Pennsylvania,"Juniata and Bald Eagle Formations, undivided",Ordovician,"Juniata and Bald Eagle Formations, undivided - Includes, in descending order, the Juniata (Oj) and Bald Eagle (Obe) Formations.",,,PA002,sandstone,siltstone,shale; conglomerate,PA001 PA002,
PA  ,Omgs,Omgs,Omgs;23,PAOmgs;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Graywacke and shale of Martinsburg Formation,Ordovician,Graywacke and shale of Martinsburg Formation - Shale containing conspicuous graywacke; includes autochthonous sandstone and shale of Shochary Ridge.,,,PA002,shale,graywacke,sandstone,PA001 PA002,
PA  ,Oml,Oml,Oml;20,PAOml;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Limestone of Martinsburg Formation,Ordovician,"Limestone of Martinsburg Formation - Dark-gray, thin-bedded, platy argillaceous limestone containing some beds of shale.",,,PA002,limestone,shale,,PA001 PA002,
PA  ,Oml,Oml,Oml;23,PAOml;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Limestone of Martinsburg Formation,Ordovician,Limestone of Martinsburg Formation - Local limestone masses (wildflysch).,,,PA002,limestone,,,PA001 PA002,
PA  ,On,On,On;15,PAOn;15,15,Central Pennsylvania,Nittany Formation,Ordovician,"Nittany Formation - Medium- to dark-gray, thick-bedded dolomite containing chert and siliceous oolites.",,,PA002,dolostone (dolomite),chert,,PA001 PA002,
PA  ,Ons,Ons,Ons;15,PAOns;15,15,Central Pennsylvania,"Nittany and Stonehenge/Larke Formations, undivided",Ordovician,"Nittany and Stonehenge/Larke Formations, undivided - Includes, in descending order, the Nittany (On) and Stonehenge/Larke (Osl) Formations.",,,PA002,dolostone (dolomite),limestone,chert; conglomerate,PA001 PA002,
PA  ,Oo,Oo,Oo;22,PAOo;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence",Ontelaunee Formation,Ordovician,"Ontelaunee Formation - Light- to dark-gray, very finely to medium-crystalline dolomite containing interbeds of light-gray limestone; interbedded nodular, dark-gray chert at base.",,,PA002,dolostone (dolomite),limestone,chert,PA001 PA002,
PA  ,Oo,Oo,Oo;23,PAOo;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Ontelaunee Formation,Ordovician,"Ontelaunee Formation - Medium-dark-gray, finely crystalline dolomite, massive to finely laminated; weathers grayish yellow; thick-bedded, dark-gray chert at base.",,,PA002,dolostone (dolomite),chert,,PA001 PA002,
PA  ,Ops,Ops,Ops;20,PAOps;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Pinesburg Station Formation,Ordovician,"Pinesburg Station Formation - Light-colored, thick-bedded, finely laminated dolomite; some limestone.",,,PA002,dolostone (dolomite),limestone,,PA001 PA002,
PA  ,Or,Or,Or;15,PAOr;15,15,Central Pennsylvania,Reedsville Formation,Ordovician,"Reedsville Formation - Olive-gray to dark-gray shale, siltstone, and fine-grained, thin-bedded sandstone having graded bedding; upper sandstone is very fossiliferous; includes Antes Formation (black calcareous shale) at base along Nittany Arch.",,,PA002,shale,siltstone,sandstone; black shale,PA001 PA002,
PA  ,Ori,Ori,Ori;22,PAOri;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence",Rickenbach Formation,Ordovician,"Rickenbach Formation - Gray, very finely to coarsely crystalline, laminated dolomite; dark-gray chert in irregular beds, stringers, and nodules; bands of quartz sand grains in lower half.",,,PA002,dolostone (dolomite),chert,,PA001 PA002,
PA  ,Ori,Ori,Ori;23,PAOri;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Rickenbach Formation,Ordovician,"Rickenbach Formation - Medium- to dark-gray, coarsely crystalline dolomite in lower part; medium- to medium-light-gray, finely crystalline dolomite in upper part; chert lenses, beds, and nodules.",,,PA002,dolostone (dolomite),chert,,PA001 PA002,
PA  ,Orr,Orr,Orr;20,PAOrr;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Rockdale Run Formation,Ordovician,Rockdale Run Formation - Mostly limestone; some dolomite interbeds; some chert near middle and top; stromatolitic limestone in middle; pinkish marbleoid limestone and chert at base.,,,PA002,limestone,dolostone (dolomite),chert,PA001 PA002,
PA  ,Os,Os,Os;20,PAOs;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",Stonehenge Formation,Ordovician,"Stonehenge Formation - Stromatolitic, fine-grained limestone; includes coarser grained and conglomeratic, siliceous, laminated Stoufferstown Formation at base in most of Cumberland Valley.",,,PA002,limestone,,,PA001 PA002,
PA  ,Os,Os,Os;22,PAOs;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence",Stonehenge Formation,Ordovician,"Stonehenge Formation - Gray, finely crystalline limestone containing dark-gray silty laminations; numerous edgewise conglomerate beds.",,,PA002,limestone,siltstone,conglomerate,PA001 PA002,
PA  ,Os,Os,Os;23,PAOs;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Stonehenge Formation,Ordovician,"Stonehenge Formation - Medium-light-gray to medium-gray, finely crystalline, thick-bedded limestone, containing dark siliceous laminae, edgewise conglomerate beds, and fossil-fragment lenses; dolomite beds increase in number eastward.",,,PA002,limestone,dolostone (dolomite),conglomerate,PA001 PA002,
PA  ,Osl,Osl,Osl;15,PAOsl;15,15,Central Pennsylvania,Stonehenge/Larke Formation,Ordovician,"Stonehenge/Larke Formation - Medium-gray, medium-bedded to laminated, fossiliferous, oolitic limestone containing edgewise conglomerate; to the west, Stonehenge is laterally equivalent to medium- to dark-gray, coarsely crystalline dolomite (Larke).",,,PA002,limestone,dolostone (dolomite),conglomerate,PA001 PA002,
PA  ,Osp,Osp,Osp;20,PAOsp;20,20,"Great Valley and Northern Piedmont, Cumberland Valley Sequence",St. Paul Group,Ordovician,"St. Paul Group - Very finely crystalline, ""birdseye"" limestone at top and base, granular fossiliferous limestone, black chert, and dolomite in middle.",,,PA002,limestone,chert,dolostone (dolomite),PA001 PA002,
PA  ,Pa,PAa,PAa;6,PAPAa;6,6,Appalachian Plateau,Allegheny Formation,Pennsylvanian,"Allegheny Formation - Cyclic sequences of sandstone, shale, limestone, clay, and coal; includes valuable clay deposits and Vanport Limestone; commercially valuable Freeport, Kittanning, and Brookville-Clarion coals present; base is at bottom of Brookville-Clarion coal.",,Digital map differences from 1980 printed map: name changed from group to formation.,PA002,sandstone,shale,limestone; clay or mud; coal,PA001 PA002,
PA  ,Pap,PAap,PAap;6,PAPAap;6,6,Appalachian Plateau,"Allegheny and Pottsville Formations, undivided",Pennsylvanian,"Allegheny and Pottsville Formations, undivided - Sandstone, shale, and some coal; includes lower Pottsville conglomerate and overlying strata equivalent to Allegheny Formation in north-central outliers; formational boundary not determined due to lack of correlation with Brookville-Clarion coal.",,Digital map differences from 1980 map: Allegheny and Pottsville changed from groups to formations.,PA002,sandstone,shale,conglomerate; coal,PA001 PA002,
PA  ,Pc,PAc,PAc;6,PAPAc;6,6,Appalachian Plateau,Conemaugh Group,Pennsylvanian,"Conemaugh Group - Includes, in descending order, the Casselman Formation (PAcc) and the Glenshaw Formation (PAcg), which are described separately below. Casselman: Cyclic sequences of shale, siltstone, sandstone, red beds, thin, impure limestone, and thin, nonpersistent coal; red beds are associated with landslides; base is at top of Ames limestone. Glenshaw: Cyclic sequences of shale, sandstone, red beds, and thin limestone and coal; includes four marine limestone or shale horizons; red beds are involved in landslides; base is at top of Upper Freeport coal.",,,PA002,shale,siltstone,sandstone; clastic; limestone; coal,PA001 PA002,
PA  ,Pcc,PAcc,PAcc;6,PAPAcc;6,6,Appalachian Plateau,Casselman Formation,Pennsylvanian,"Casselman Formation - Cyclic sequences of shale, siltstone, sandstone, red beds, thin, impure limestone, and thin, nonpersistent coal; red beds are associated with landslides; base is at top of Ames limestone.",,,PA002,shale,siltstone,sandstone; clastic; limestone; coal,PA001 PA002,
PA  ,Pcg,PAcg,PAcg;6,PAPAcg;6,6,Appalachian Plateau,Glenshaw Formation,Pennsylvanian,"Glenshaw Formation - Cyclic sequences of shale, sandstone, red beds, and thin limestone and coal; includes four marine limestone or shale horizons; red beds are involved in landslides; base is at top of Upper Freeport coal.",,,PA002,shale,sandstone,limestone; clastic; coal,PA001 PA002,
PA  ,Pl,PAl,PAl;7,PAPAl;7,7,Anthracite Region,Llewellyn Formation,Pennsylvanian,"Llewellyn Formation - Gray, fine- to coarse-grained sandstone, siltstone, shale, conglomerate, and numerous anthracite coals in repetitive sequences.",,,PA002,sandstone,siltstone,shale; conglomerate; coal,PA001 PA002,
PA  ,Pm,PAm,PAm;6,PAPAm;6,6,Appalachian Plateau,Monongahela Group,Pennsylvanian,"Monongahela Group - Cyclic sequences of limestone, shale, sandstone, and coal; commercial coals present; base is at bottom of Pittsburgh coal.",,,PA002,limestone,shale,sandstone; coal,PA001 PA002,
PA  ,Pp,PAp,PAp;6,PAPAp;6,6,Appalachian Plateau,Pottsville Formation,Pennsylvanian,"Pottsville Formation - Predominantly gray sandstone and conglomerate; also contains thin beds of shale, claystone, limestone, and coal; includes Olean and Sharon conglomerates of northwestern Pennsylvania; thin marine limestones present in Beaver, Lawrence, and Mercer Counties; minable coals and commercially valuable high-alumina clays present locally.",,Digital map differences from 1980 printed map: name changed from group to formation.,PA002,sandstone,conglomerate,shale; siltstone; claystone; limestone; coal,PA001 PA002,
PA  ,Pp,PAp,PAp;7,PAPAp;7,7,Anthracite Region,Pottsville Formation,Pennsylvanian,"Pottsville Formation - Gray conglomerate, fine- to coarse-grained sandstone, and siltstone and shale containing minable anthracite coals. Includes three members, in descending order: Sharp Mountain--conglomerate and conglomeratic sandstone; Schuylkill--sandstone and conglomeratic sandstone; Tumbling Run--conglomeratic sandstone and sandstone.",,,PA002,sandstone,siltstone,shale; coal; coarse-grained mixed clastic,PA001 PA002,
PA  ,a,pCAa,pCAa;14,PApCAa;14,14,Eastern Pennsylvania,Anorthosite,Precambrian,"Anorthosite - Medium to coarse grained, light to dark bluish gray, predominantly plagioclase; local alteration minerals.",,,PA002,anorthosite,,,PA001 PA002,
PA  ,fgh,pCAfgh,pCAfgh;14,PApCAfgh;14,14,Eastern Pennsylvania,Felsic and intermediate gneiss,Precambrian,"Felsic and intermediate gneiss - Light, medium grained; includes rocks of probable sedimentary origin.",,"Digital map differences from 1980 printed map: name changed from (Felsic gneiss, hornblende-bearing).",PA002,felsic gneiss,mafic gneiss,paragneiss,PA001 PA002,
PA  ,fgp,pCAfgp,pCAfgp;14,PApCAfgp;14,14,Eastern Pennsylvania,Felsic gneiss,Precambrian,"Felsic gneiss - Light, medium grained; includes rocks of probable sedimentary origin.",,"Digital map differences from 1980 printed map: name changed from (Felsic gneiss, pyroxene-bearing).",PA002,felsic gneiss,paragneiss,,PA001 PA002,
PA  ,fm,pCAfm,pCAfm;14,PApCAfm;14,14,Eastern Pennsylvania,Franklin Marble,Precambrian,"Franklin Marble - White, coarsely crystalline; disseminated graphite flakes.",,,PA002,marble,,,PA001 PA002,
PA  ,Cch,CAch,CAch;22,PACAch;22,22,"Great Valley and Northern Piedmont, Lebanon Valley Sequence",Chickies Formation,Cambrian,"Chickies Formation - Light-gray, hard, massive, Scolithus-bearing quartzite and quartz schist; thin, interbedded dark slate at top; conglomerate (Hellam Member) at base.",,,PA002,quartzite,schist,slate; conglomerate,PA001 PA002,
PA  ,gg,pCAgg,pCAgg;14,PApCAgg;14,14,Eastern Pennsylvania,Graphitic felsic gneiss,Precambrian,"Graphitic felsic gneiss - Includes Pickering Gneiss and small areas of marble; dominantly quartz and feldspar with varying amounts of graphite and various metamorphic minerals; medium grained, light to dark gray and greenish gray; sedimentary origin.",,Digital map differences from 1980 printed map: name changed from (Graphitic gneiss).,PA002,gneiss,marble,paragneiss,PA001 PA002,
PA  ,gga,pCAgga,pCAgga;14,PApCAgga;14,14,Eastern Pennsylvania,Banded mafic gneiss,Precambrian,"Banded mafic gneiss - Dark, fine to medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgh.""",,Digital map differences from 1980 printed map: name changed from (Gabbroic gneiss and gabbro).,PA002,mafic gneiss,paragneiss,,PA001 PA002,
PA  ,ggd,pCAggd,pCAggd;14,PApCAggd;14,14,Eastern Pennsylvania,Felsic and intermediate gneiss,Precambrian,"Felsic and intermediate gneiss - Medium grained, light pink to greenish gray; largely quartz, feldspar, and mica; commonly gneissic, containing alteration minerals; interfingers with gabbroic gneiss.",,Digital map differences from 1980 printed map: name changed from (Granodiorite and granodiorite gneiss).,PA002,felsic gneiss,gneiss,,PA001 PA002,
PA  ,gn,pCAgn,pCAgn;14,PApCAgn;14,14,Eastern Pennsylvania,Felsic to mafic gneiss,Precambrian,"Felsic to mafic gneiss - Light, medium grained; predominantly quartz and feldspar of igneous origin.",,Digital map differences from 1980 printed map: name changed from (Granitic gneiss).,PA002,felsic gneiss,mafic gneiss,orthogneiss,PA001 PA002,
PA  ,gqm,pCAgqm,pCAgqm;14,PApCAgqm;14,14,Eastern Pennsylvania,Graphitic felsic gneiss,Precambrian,"Graphitic felsic gneiss - Medium grained, medium to dark gray; locally gneissic, predominantly feldspar and quartz, plus dark accessories and various alteration minerals.",,Digital map differences from 1980 printed map: name changed from (Quartz monzonite and quartz monzonite gneiss),PA002,felsic gneiss,mafic gneiss,,PA001 PA002,
PA  ,hg,pCAhg,pCAhg;14,PApCAhg;14,14,Eastern Pennsylvania,Hornblende gneiss,Precambrian,"Hornblende gneiss - Dark, medium grained; includes some rocks of probable sedimentary origin.",,,PA002,mafic gneiss,paragneiss,,PA001 PA002,
PA  ,mb,pCAmb,pCAmb;25,PApCAmb;25,25,South Mountain,Metabasalt,Precambrian,"Metabasalt - Dark-gray, fine-grained intrusives; locally, mineralogy is altered and unit has greenish color.",,,PA002,meta-basalt,,,PA001 PA002,
PA  ,mgh,pCAmgh,pCAmgh;14,PApCAmgh;14,14,Eastern Pennsylvania,Mafic gneiss,Precambrian,"Mafic gneiss - Dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgh"" in places.",,"Digital map differences from 1980 printed map: name changed from (Mafic gneiss, hornblende-bearing).",PA002,mafic gneiss,paragneiss,,PA001 PA002,
PA  ,mgp,pCAmgp,pCAmgp;14,PApCAmgp;14,14,Eastern Pennsylvania,Mafic gneiss,Precambrian,"Mafic gneiss - Dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgp"" in places.",,"Digital map differences from 1980 printed map: name changed from (Mafic gneiss, pyroxene-bearing).",PA002,mafic gneiss,paragneiss,,PA001 PA002,
PA  ,vs,pCAvs,pCAvs;25,PApCAvs;25,25,South Mountain,Greenstone schist,Precambrian,"Greenstone schist - Fine to medium grained, light to medium green; includes probable metavolcanic rocks.",,,PA002,schist,metavolcanic rock,,PA001 PA002,
PA  ,Pg,Pg,Pg;0,PAPg;0,0,,Greene Formation,Permian,"Greene Formation - Cyclic sequences of sandstone, shale, red beds, thin limestone, and thin, impure coal; base is at top of Upper Washington limestone.",,,PA002,sandstone,shale,limestone; coal,PA001 PA002,
PA  ,Pw,Pw,Pw;0,PAPw;0,0,,Washington Formation,Permian,"Washington Formation - Cyclic sequences of sandstone, shale, limestone, and coal; includes some red shale; base is at bottom of Washington coal.",,,PA002,sandstone,shale,limestone; coal,PA001 PA002,
PA  ,Xa,PZa,PZa;0,PAPZa;0,0,,Anorthosite,Probably lower Paleozoic,"Anorthosite - Medium to coarse grained, light to dark bluish gray, predominantly plagioclase; local alteration minerals.",,,PA002,anorthosite,,,PA001 PA002,
PA  ,Xc,PZc,PZc;0,PAPZc;0,0,,Cockeysville Marble,Probably lower Paleozoic,"Cockeysville Marble - White to light bluish gray, finely to coarsely crystalline.",,,PA002,marble,,,PA001 PA002,
PA  ,Xgr,PZgr,PZgr;0,PAPZgr;0,0,,Granitic gneiss and granite,Probably lower Paleozoic,Granitic gneiss and granite - Includes Springfield Granodiorite (granitized Wissahickon) in Philadelphia area.,,,PA002,granitic gneiss,granite,granodiorite,PA001 PA002,
PA  ,Xgw,PZgw,PZgw;0,PAPZgw;0,0,,"""Glenarm Wissahickon"" formation",Probably lower Paleozoic,"""Glenarm Wissahickon"" formation - Lithologically similar to oligoclase-mica schist of the Wissahickon Formation (PZw), but also includes lenticular amphibolite bodies having ocean-floor basalt chemistry.",,Digital map differences from 1980 printed map: name and map symbol changed from (Wissahickon Formation - eastern part) (Xw).,PA002,mica schist,mafic gneiss,amphibolite;,PA001 PA002,
PA  ,Xm,PZm,PZm;0,PAPZm;0,0,,Marburg Schist,Probably lower Paleozoic,"Marburg Schist - Gray-green phyllite, mica-chlorite schist, and conglomerate.",,Digital map differences from 1980 printed map: no longer included in Wissahickon Formation; map symbol changed from (Xwm).,PA002,phyllite,mica schist,conglomerate,PA001 PA002,
PA  ,Xmgh,PZmgh,PZmgh;0,PAPZmgh;0,0,,Mafic gneiss,Probably lower Paleozoic,"Mafic gneiss - Dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to pCAmgh in places.",,"Digital map differences from 1980 printed map: name changed from (Mafic gneiss, hornblende-bearing).",PA002,mafic gneiss,paragneiss,,PA001 PA002,
PA  ,Cal,CAal,CAal;23,PACAal;23,23,"Great Valley and Northern Piedmont, Lehigh Valley Sequence",Allentown Formation,Cambrian,"Allentown Formation - Medium- to medium-dark-gray, thick-bedded dolomite and impure limestone; dark-gray chert stringers and nodules; laminated; oolitic and stromatolitic; some orange-brown-weathering calcareous siltstone at base.",,,PA002,dolostone (dolomite),limestone,chert; siltstone,PA001 PA002,
PA  ,Xmgp,PZmgp,PZmgp;0,PAPZmgp;0,0,,Mafic gneiss,Probably lower Paleozoic,"Mafic gneiss - Dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to pCAmgp in places.",,"Digital map differences from 1980 printed map: name changed from (Mafic gneiss, pyroxene-bearing).",PA002,mafic gneiss,paragneiss,,PA001 PA002,
PA  ,Xo,PZo,PZo;0,PAPZo;0,0,,Octoraro Formation,Probably lower Paleozoic,"Octoraro Formation - Includes albite-chlorite schist, phyllite, some hornblende gneiss, and granitized members.",,"Digital map differences from 1980 printed map: name and map symbol changed from (Wissahickon Formation, albite-chlorite schist) (Xwc).",PA002,schist,phyllite,gneiss; granitoid,PA001 PA002,
PA  ,Xpb,PZpb,PZpb;0,PAPZpb;0,0,,"Peach Bottom Slate and Cardiff Conglomerate, undivided",Probably lower Paleozoic,"Peach Bottom Slate and Cardiff Conglomerate, undivided - Bluish-black slate (Peach Bottom); quartz conglomerate having a matrix of sericite and chlorite (Cardiff).",,,PA002,slate,conglomerate,,PA001 PA002,
PA  ,Xpc,PZpc,PZpc;0,PAPZpc;0,0,,Peters Creek Schist,Probably lower Paleozoic,Peters Creek Schist - Chlorite-sericite schist containing interbedded quartzite.,,,PA002,schist,quartzite,,PA001 PA002,
PA  ,Xpg,PZpg,PZpg;0,PAPZpg;0,0,,Pegmatite,Probably lower Paleozoic,"Pegmatite - Coarse to medium grained, granitic; contacts range from sharp to narrowly gradational; some zoning in places.",,,PA002,pegmatite,,,PA001 PA002,
PA  ,Xsc,PZsc,PZsc;0,PAPZsc;0,0,,Sams Creek Metabasalt,Probably lower Paleozoic,"Sams Creek Metabasalt - Altered basaltic flows, some amygdaloidal; green, schistose, containing hornblende, epidote, chlorite, and quartz.",,"Digital map differences from 1980 printed map: name and map symbol changed from (Wissahickon Formation, metavolcanics) (Xwv).",PA002,meta-basalt,,,PA001 PA002,
PA  ,Xsq,PZsq,PZsq;0,PAPZsq;0,0,,Setters Quartzite,Probably lower Paleozoic,"Setters Quartzite - Includes white feldspathic quartzite, gray mica gneiss, and mica schist.",,,PA002,quartzite,mica gneiss,mica schist,PA001 PA002,
PA  ,Xu,PZu,PZu;0,PAPZu;0,0,,Ultramafic rocks,Probably lower Paleozoic,"Ultramafic rocks - Includes serpentine, steatite, and other products of alteration of peridotites and pyroxenites.",,Digital map differences from 1980 printed map: name and map symbol changed from Xs (Serpentinite).,PA002,serpentinite,pyroxenite,peridotite,PA001 PA002,
PA  ,Xw,PZw,PZw;0,PAPZw;0,0,,Wissahickon Formation,Probably lower Paleozoic,"Wissahickon Formation - Includes oligoclase-mica schist, some hornblende gneiss, some augen gneiss, and some quartz-rich and feldspar-rich members due to various degrees of granitization.",,,PA002,mica schist,mafic gneiss,augen gneiss; granitoid,PA001 PA002,
PA  ,Xwk,PZwk,PZwk;0,PAPZwk;0,0,,Wakefield Marble,Probably lower Paleozoic,"Wakefield Marble - Light gray, coarsely crystalline; contains graphite flakes in places.",,Digital map differences from 1980 printed map: no longer included in Wissahickon Formation; map symbol changed from (Xww).,PA002,marble,,,PA001 PA002,
PA  ,Qs,Qs,Qs;0,PAQs;0,0,,Sands of Presque Isle,Quaternary,"Sands of Presque Isle - Fine-grained, unconsolidated sand deposited by lake currents.",,,PA002,sand,,,PA001 PA002,
PA  ,Qt,Qt,Qt;0,PAQt;0,0,,Trenton Gravel,Quaternary,"Trenton Gravel - Gray or pale-reddish-brown, very gravelly sand interstratified with crossbedded sand and clay-silt beds; includes areas of Holocene alluvium and swamp deposits.",,,PA002,sand,clay or mud,silt; gravel; alluvium,PA001 PA002,
PA  ,Sb,Sb,Sb;19,PASb;19,19,Central and East-Central Pennsylvania,Bloomsburg Formation,Silurian,"Bloomsburg Formation - Grayish-red and greenish-gray shale, siltstone, and very fine to coarse-grained sandstone; some calcareous mudstone in central Pennsylvania; thins to west and is replaced by Mifflintown beds; thickens eastward, replacing overlying Wills Creek and Tonoloway Formations and underlying Mifflintown Formation.",,,PA002,shale,siltstone,sandstone; mudstone,PA001 PA002,
PA  ,Sbm,Sbm,Sbm;19,PASbm;19,19,Central and East-Central Pennsylvania,"Bloomsburg and Mifflintown Formations, undivided",Silurian,"Bloomsburg and Mifflintown Formations, undivided - Includes, in descending order, the Bloomsburg Formation (Sb) and the Mifflintown Formation--interbedded dark-gray shale and medium-gray fossiliferous limestone; equivalent to ""McKenzie"" and ""Rochester"" of earlier workers; not present east of Harrisburg.",,,PA002,shale,siltstone,sandstone; limestone; mudstone,PA001 PA002,
PA  ,Sc,Sc,Sc;19,PASc;19,19,Central and East-Central Pennsylvania,Clinton Group,Silurian,"Clinton Group - Predominantly Rose Hill Formation--light-olive-gray to brownish-gray, fossiliferous shale; locally, limestone occurs near top; includes dark-reddish-gray, very fine to coarse-grained, ferruginous sandstone; east of Harrisburg, equivalent to Lizard Creek Member of Shawangunk Formation. Above Rose Hill is Keefer Formation--light- to dark-gray, fossiliferous sandstone, hematitic, oolitic sandstone, and shale; not recognized east of Harrisburg.",,,PA002,shale,sandstone,limestone,PA001 PA002,
PA  ,Sdp,Sdp,Sdp;14,PASdp;14,14,Eastern Pennsylvania,"Decker Formation through Poxono Island Formation, undivided",Silurian,"Decker Formation through Poxono Island Formation, undivided -In descending order: Decker Formation--gray calcareous sandstone having lenses of calcareous conglomerate, siltstone, and shale, and lenses of limestone and dolomite (in Stroudsburg area, includes calcareous shale, limestone, and dolomite of Rondout Formation at top); Bossardville Limestone--gray argillaceous limestone and dolomitic limestone; Poxono Island Formation--thin-bedded dolomite, limestone, and shale; red shale in lower part. This undivided succession is equivalent to Keyser, Tonoloway, and Wills Creek (part) Formations of central Pennsylvania.",,,PA002,dolostone (dolomite),limestone,siltstone; shale; sandstone; conglomerate,PA001 PA002,
PA  ,Ss,Ss,Ss;14,PASs;14,14,Eastern Pennsylvania,Shawangunk Formation,Silurian,"Shawangunk Formation - Light- to dark-gray, fine- to very coarse grained sandstone and conglomerate containing thin shale interbeds. Includes four members, in descending order: Tammany--conglomerate and sandstone; Lizard Creek--sandstone and red or green shale; Minsi--sandstone and conglomerate; Weiders--conglomerate. Tammany and Lizard Creek Members together are approximately equivalent to Clinton Group to the west; Minsi and Weiders Members together are equivalent to Tuscarora Formation to the west.",,,PA002,sandstone,conglomerate,shale,PA001 PA002,
PA  ,St,St,St;19,PASt;19,19,Central and East-Central Pennsylvania,Tuscarora Formation,Silurian,"Tuscarora Formation - Light- to medium-gray quartzite and quartzitic sandstone and minor interbedded shale and siltstone, locally conglomeratic in lower part; includes (to the northwest) interbedded red and non-red sandstone (Castanea Member) at top; east of Harrisburg, equivalent to Minsi and Weiders Members of Shawangunk Formation.",,,PA002,quartzite,sandstone,shale; siltstone; conglomerate,PA001 PA002,
PA  ,Swc,Swc,Swc;19,PASwc;19,19,Central and East-Central Pennsylvania,Wills Creek Formation,Silurian,"Wills Creek Formation - Variegated gray, grayish-red, yellowish-gray and greenish-gray, interbedded calcareous shale, siltstone, shaly limestone, and dolomite; passes into Bloomsburg Formation in the southeast; not present east of Harrisburg.",,,PA002,shale,siltstone,limestone; dolostone (dolomite),PA001 PA002,
PA  ,Swm,Swm,Swm;19,PASwm;19,19,Central and East-Central Pennsylvania,"Wills Creek Formation through Mifflintown Formation, undivided",Silurian,"Wills Creek Formation through Mifflintown Formation, undivided - Includes, in descending order, the Wills Creek Formation (Swc) and Bloomsburg and Mifflintown Formations, undivided (Sbm).",,,PA002,shale,siltstone,sandstone; limestone; mudstone; dolostone (dolomite),PA001 PA002,
PA  ,Tpb,Tpb,Tpb;0,PATpb;0,0,,"Pensauken and Bridgeton Formations, undifferentiated",Tertiary,"Pensauken and Bridgeton Formations, undifferentiated - Dark-reddish-brown, cross-stratified, feldspathic quartz sand and some thin beds of fine gravel and rare layers of clay or silt.",,,PA002,sand,gravel,clay or mud; silt,PA001 PA002,
PA  ,Trfl,TRfl,TRfl;0,PATRfl;0,0,,Limestone fanglomerate,Triassic,"Limestone fanglomerate - Yellowish-gray to medium-gray, angular limestone and dolomite pebbles, cobbles, and fragments set in a red, very fine grained quartz matrix; a few shale-clast interbeds.",,,PA002,conglomerate,dolostone (dolomite),limestone; shale,PA001 PA002,
PA  ,Trfq,TRfq,TRfq;0,PATRfq;0,0,,Quartz fanglomerate,Triassic,"Quartz fanglomerate - Well-rounded quartzite pebbles, cobbles, and rare boulders set in a reddish-brown, sandy matrix.",,,PA002,conglomerate,quartzite,sand,PA001 PA002,
PA  ,Trg,TRg,TRg;1,PATRg;1,1,"Dauphin, York, and Adams Counties",Gettysburg Formation,Triassic,"Gettysburg Formation - Reddish-brown to maroon, silty mudstone and shale containing thin red sandstone interbeds; several thin beds of impure limestone.",,,PA002,mudstone,silt,shale; sandstone; limestone,PA001 PA002,
PA  ,Trgc,TRgc,TRgc;1,PATRgc;1,1,"Dauphin, York, and Adams Counties",Gettysburg conglomerate,Triassic,"Gettysburg conglomerate - Gray quartz conglomerate, sandstone, and red siltstone and mudstone.",,,PA002,conglomerate,sandstone,siltstone; mudstone,PA001 PA002,
PA  ,Trgh,TRgh,TRgh;1,PATRgh;1,1,"Dauphin, York, and Adams Counties",Heidlersburg Member of Gettysburg Formation,Triassic,"Heidlersburg Member of Gettysburg Formation - Red, green, and gray shale and argillite, and minor thin beds of gray arkosic sandstone; some quartz conglomerate and limestone conglomerate.",,,PA002,shale,argillite,arkose; conglomerate; limestone ,PA001 PA002,
