,state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
445,VA  ,ks,ks,ks;0,VAks;0,0,,Kyanite Schist,Proterozoic,Kyanite schist,,"Central Piedmont From expanded explanation (ref. VA002): Kyanite schist. Light-gray to grayish-brown, medium to coarse-grained, kyanite-quartz schist. Mineralogy: quartz + kyanite + muscovite; accessory minerals include fuchsite, pyrite, rutile, and graphite. ",VA003,schist,,,VA001 VA002 VA003,
446,VA  ,lgn,lgn,lgn;0,VAlgn;0,0,,Lineated Biotite Granite Gneiss,Proterozoic,Lineated biotite granite gneiss,,"Central Virginia Volcanic-Plutonic Belt From expanded explanation (ref. VA002): Lineated biotite granite gneiss. Dominantly leucocratic to mesocratic, medium- to coarse-grained, strongly-lineated granite gneiss; includes porphyritic granite gneiss. Mineralogy: quartz + potassium feldspar + plagioclase + biotite + muscovite +/- garnet. Geophysical signature: western portion coincides with strong positive radiometric anomaly. This unit likely includes more than one intrusive body; portions may be derivative of felsic volcanogenic rocks. These rocks intrude and are interlayered with metavolcanic rocks of probable Cambrian age. The unit includes granite gneiss of Nelson (1992), and may be correlative in part with the Shelton Formation (Ost). ",VA003,granitic gneiss,,,VA001 VA002 VA003,
447,VA  ,ls,ls,ls;0,VAls;0,0,,Candler Formation - Lmestone,Cambrian,Candler Formation - Limestone.,,"Blue Ridge Anticlinorium, Central From exapnded explanation (ref. VA002): Limestone. Medium-bluish-gray, thinly-laminated limestone and laminated calcareous mudstone; resembles Everona Limestone. ",VA003,limestone,mudstone,,VA001 VA002 VA003,
448,VA  ,m,m,m;0,VAm;0,0,,Marsh and Intertidal Mud Deposits,Quaternary,Marsh and Intertidal Mud Deposits - Organic-rich clay and silt,,"Coastal Plain Holocene (Karen Hostettler) From expanded explanation (ref. VA002): Marsh and intertidal mud deposits (Holocene). Medium to dark-gray soft mud, and grayish-brown peat, comprising sediment of marshes in coastal areas and Chesapeake Bay; thickness is 0 to 10 feet. Also, sandy mud and muddy fine sand, light- to dark-gray. Locally, contains abundant shell material characterized by Crassostrea virginica and Mercenaria mercenaria. Comprises sediments of shallow bays and flats in area of Atlantic coastal lagoons of the Eastern Shore. ",VA003,clay or mud,silt,,VA001 VA002 VA003,
449,VA  ,Mbf,Mbf,Mbf;0,VAMbf;0,0,,Bluefield Formation,Mississippian,Bluefield Formation - Calcareous shale and limestone.,,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Bluefield Formation (Campbell, 1896). Shale, siltstone, and limestone, with minor sandstone, coal, and underclay. Shale and siltstone, calcareous in part, medium- to medium dark-gray, light-greenish- to greenish-gray, grayish-red; interbedded with limestone,thin sandstone and a few thin beds of black carbonaceous shale. Limestone, argillaceous, lower part dolomitic, light-olive-gray to medium-gray, light-bluish gray and brownish-gray, micrograined to medium-grained, thin-bedded, very fossiliferous; black chert nodules in lower part; interbedded with fossiliferous light-greenish-gray shale. Sandstone, quartzose to feldspathic, light-gray to greenish gray, very-fine- to medium-grained, thin- to thick-bedded, ripple-bedded, contains root casts in up per part, pyrite nodules, and shale and siltstone interbeds. Coal, locally impure in upper half of formation (Englund, 1968; Windolph, 1987). Underclay, medium-gray, clayey to silty, contains root casts. The Bluefield probably is equivalent to upper part of the Newman Limestone (Englund, 1979) and is a transition zone between carbonates of the underlying Greenbrier Limestone and clastics of the overlying Pennington Group. It is conformable and gradational with underlying formation. Formation thins westward; it ranges in thickness from 150 feet near Kentucky- Virginia boundary (Miller, 1974, p. 25) to 1250 feet in Tazewell County (Cooper, 1944, p. 169). ",VA003,shale,limestone,siltstone; sandstone; coal; black shale,VA001 VA003,
450,VA  ,Mccf,Mccf,Mccf;0,VAMccf;0,0,,Cove Creek Limestone and Fido Sandstone,Mississippian,Cove Creek Limestone and Fido Sandstone - Limestone and calcareous sandstone.,,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Cove Creek Limestone (Butts, 1927). Limestone, argillaceous, light-gray to greenish-gray, thin- to thick-bedded, vsparsely fossiliferous, with thin, brownish laminae; thin beds and zones of medium- to coarse-grained, calcareous sandstone locally present. The Cove Creek Limestone ranges from 1010 to 1220 feet in thickness (Averitt, 1941; Bartlett and Webb, 1971). Fido Sandstone (Butts, 1927). Sandstone, calcareous, reddish-brown to dark-brown, fine- to coarse-grained, thick bedded, cross-bedded, and ripple-marked, fossiliferous, with one or more beds of argillaceous limestone. The Fido Sandstone ranges from 35 to 75 feet in thickness (Averitt, 1941; Bartlett and Biggs, 1980). ",VA003,limestone,sandstone,,VA001 VA002 VA003,
451,VA  ,MDcw,MDcw,MDcw;0,VAMDcw;0,0,,Chattanooga Shale and Wildcat Valley Sandstone,Devonian-Mississippian,"Chattanooga Shale and Wildcat Valley Sandstone - Black, fissile shale and siltstone; calcareous sandstone",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Chattanooga Shale and Wildcat Valley Sandstone. Chattanooga Shale (Hayes, 1891). Shale, siltstone, and sandstone. Shale, carbonaceous, grayish-black to black, fissile to platy, thin- to thick-laminated, locally fossiliferous and pyritic, locally contains phosphatic nodules in the upper part, locally has strong petroliferous odor (Henika, 1988); with beds and zones of medium-gray to greenish-gray, locally silty shale. Siltstone, light-gray to grayish-black, laminated to thick-bedded, locally wavy- and ripple-bedded. Sandstone, light-gray, very-fine-grained. Grayish-black to black, carbonaceous shale comprises 100 percent of the formation in western Lee County and is predominant in the formation throughout southwest Virginia. The Chattanooga Shale uncomformably overlies the Silurian Hancock Formation throughout most of Lee County and the lower Devonian Wildcat Valley Sandstone to the northeast. The Chattanooga Shale ranges in thickness from 200 feet in western Lee County (Englund, 1964) to 1870 feet in northwestern Russell County (Meissner and Miller, 1981). Roen and others (1964) and Kepferle and others (1981) discussed divisions of the Chattanooga Shale and correlation with other units. Wildcat Valley Sandstone (Miller, Harris, and Roen, 1964). Sandstone, limestone, and shale. Sandstone, locally calcareous, locally quartzose, light-gray, grayish-orange, and dark-yellowish-brown, very-fine- to coarse-grained, thin- to massive-bedded, fossiliferous, friable, locally glauconitic; with chert nodules and beds. Locally dark-reddish-brown ironstone replaces sandstone. Limestone, gray, pinkish-gray, and light-brownish-gray, coarse-grained, thick- to massive bedded, sandy, locally present. Shale, yellowish-green to gray, locally present. Where the Wildcat Valley Sandstone is present it uncomformably overlies the Silurian Hancock Formation. The Wildcat Valley Sandstone is absent throughout most of Lee County (Englund, 1964; Harris, 1965; Miller and Roen, 1973) but reaches a maximum of 60 feet in thickness to the northeast (Lower Devonian sandstone of Harris and Miller, 1963). ",VA003,black shale,siltstone,sandstone,VA001 VA003,
452,VA  ,Mg,Mg,Mg;0,VAMg;0,0,,Greenbrier Limestone,Mississippian,"Greenbrier Limestone - Limestone, in part cherty, fossiliferous; shale.",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Greenbrier Limestone (Rogers, in Macfarlane, 1879). Limestone, dolomite, and minor shale. Limestone, very-light olive-to olive-gray and brownish-gray, and medium- to dark gray, micrograined to coarse-grained, thin- to thick- bedded, thinner bedded in upper part, even- to cross-bedded; few shaly beds in upper part; oolitic in upper part and in cross-laminated beds near base; black chert near middle of formation, gray to pale-red near base; very fossiliferous. Pale-brown dolomite near upper chert zone, minor dolomite locally in lower part. Few interbeds of greenish-gray and grayish-red, calcareous, silty shale. Limestone is petroliferous locally in upper part (Henika, 1988). Base locally unconformable with underlying Maccrady Shale. Formation thickens to east, ranging from 200 feet in western Wise County to 3500 feet in Washington nd Scott counties.. The Greenbrier is equivalent to (descending): Gasper Limestone, Ste. Genevieve Limestone, St. Louis Limestone (Hillsdale Limestone), and Little Valley Limestone (Warsaw equivalent), and to lower part of the Newman Limestone (Butts, 1940; LeVan and Rader, 1983). Newman Limestone (Campbell, 1893). Limestone and shale. Limestone, light-olive-gray in lower half, medium-gray to olive-gray in upper half, aphanic to fine-grained, partly oolitic, partly argillaceous, with basal beds of dark-gray chert nodules and local dolomite. Shale, medium-gray to medium dark-gray, partly calcareous, interbedded with limestone in upper half of unit. The Newman Limestone ranges from 550 to 600 feet in thickness and is equivalent to the Bluefield Formation and Greenbrier Limestone. Fort Payne Chert. (Smith, in Squire, 1890). Greenish gray chert in thin beds (2 - 6 inches thick); with shale partings. The Fort Payne Chert ranges from 0 to 20 feet in thickness and pinches out to the northeast. Grainger Formation (Campbell, 1893). Shale, pale-olive or greenish-gray to dark-greenish-gray, locally gray ish-red in lower half and at top; with some interbedded pale-olive-gray siltstone and very-fine-grained sandstone, locally abundant siderite nodules near base. The Grainger Formation ranges from 250 to 325 feet in thickness and is the lateral equivalent of the Maccrady Shale and Price Formation. ",VA003,limestone,shale,chert; dolostone (dolomite),VA001 VA002 VA003,
453,VA  ,mgb,mgb,mgb;0,VAmgb;0,0,,Metagabbro,Proterozoic,Metagabbro,,"Western Piedmont, Southwest and Central. From expanded explanation (ref. VA002): Metagabbro. (southwestern Piedmont, Conley, 1985). Dark-green and white, massive to layered, coarse-grained equigranular metagabbro. Mineralogy: clinopyroxene + orthopyroxene +/- garnet + hornblende + plagioclase + magnetite. Garnets are surrounded by thin coronas composed of plagioclase and symplectic intergrowths of plagioclase-pyroxene. Forms elongate concordant bodies intrusive into the Bassett Formation. (northern Piedmont, Drake and Froelich, in press). Greenish-gray, fine- to coarse-grained, well-foliated epidote plagioclase-hornblende amphibolite; locally contains relict clinopyroxene. Occurs as sills in the Mather Gorge Formation. Fisher (1971) reports that zircons from an amphibolite body on an island in the Potomac River have a Pb-Pb age of 525 +/- 60 Ma, and a concordia age of 550 Ma, assuming continuous diffusion; a Cambrian age for metagabbroic sills in the Mather Gorge would be consistent with regional geologic relations. ",VA003,metamorphic rock,,,VA001 VA002 VA003,
454,VA  ,mgr,mgr,mgr;0,VAmgr;0,0,,Metagraywacke,Proterozoic,"Metagraywacke - Meta-argillite is metagraywacke, exotic blocks within melange units",,Western Piedmont,VA003,meta-argillite,,,VA001 VA003,
455,VA  ,Mm,Mm,Mm;0,VAMm;0,0,,Maccrady Shale,Mississippian,Maccrady Shale - Dusky-red and green shale and mudstone; and evaporite deposits.,,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Maccrady Shale (Stose, 1913). Shale, siltstone, minor limestone, and sandstone. Shale and siltstone, light-grayish red, few light-greenish-gray beds, silty, very-thin- to medium bedded, indistinctly bedded, interbedded. Collapse breccia in middle of formation, with anhydrite (?) locally in western Tazewell County (Windolph, 1987). Limestone, dolomitic, light-yel lowish-brown and bluish-gray in Washington and Tazewell counties. Sandstone, light- to medium-gray, fine to coarse-grained, locally cross-bedded. Maccrady sparsely fossiliferous including a fish-bone bed (Bartlett, 1974, p. 101). Contains salt, anhydrite, and economic deposits of gypsum where the formation is thickest and folded and faulted in Smyth County (Sharpe, 1984; Stose, 1913). Basal beds locally interfinger with and are gradational with underlying Price Formation and lie on progressively older units of the Price west of a line from north astern Tazewell County through central Washington County (Bartlett, 1974, p. 99). Maccrady thins northwestward, but locally thins southwestward (Warne, 1990). It wedges out at the southwest corner of Virginia (Englund, 1979); in northern and western Washington and northwestern Smyth counties the Maccrady is less than 50 feet thick (Averitt, 1941; Warne, 1990), but it is as much as 2000 feet thick to the northeast in Smyth County (Sharpe, 1984), and at least 1000 feet thick in a partial section in Montgomery County (Bartholomew and Lowry, 1979). ",VA003,shale,siltstone,evaporite; limestone; mudstone; sandstone,VA001 VA002 VA003,
456,VA  ,Mp,Mp,Mp;0,VAMp;0,0,,Pennington Group,Mississippian,"Pennington Group - Shale, sandstone, dusky-red mudstone, conglomerate, siltstone, and limestone.",,"Includes Bluestone, Princeton and Hinton Formations; Appalachian Plateaus and Valley and Ridge From expanded description (ref. VA002): Pennington Group (Campbell, 1893). Bluestone Formation, Princeton Sandstone, and Hinton Formation. Raised to Group rank by Harris and Miller (1958). The group consists of shale, sandstone, mudstone, conglomerate, siltstone, minor limestone, and coal locally. The shale, siltstone, and mud stone are gray to black and shades of red, and mottled red and gray. The sandstone is locally quartzose and conglomeratic, and ranges from shades of gray to brown, and only locally mottled within red shales; many sandstones pinch out southwestward in the Tazewell County area, but two persist farther west and southwest. The limestone is gray to brown, generally near the middle of the group, and is the most widespread marine unit. The Bluestone and Hinton For ma tions thin to the westsouthwest in southwestern Virginia; the widespread sandstone and limestone members nearly converge southwestward to with in 80 feet of each other from about 600 feet of separation in northern Tazewell County. The Princeton Sandstone wedges out in Tazewell County. The top of the Pennington Group is intertonguing to unconform ble with the overlying Lee Formation in the western part of the Southwest Virginia coalfield; basal contact is conformable. The Group thins westward; variation in thickness partly due to intertonguing and the unconformity. The Pennington Group ranges from 235 feet in thickness without the Pinacle Overlook Member of the Lee (as interpreted from Vanover and others, 1989) in the south west to 2355 feet (Trent and Spencer, 1990) in Tazewell County and 1335 feet in a partial section in Washington County (Bartlett and Webb, 1971), where it is mapped as the Pennington Formation. Bluestone Formation (Campbell, 1896). Sand stone, siltstone, shale, mudstone, minor limestone, coal, and underclay. Sand stone, argillaceous, micaceous, locally quartzose, verylight to dark-gray, light-olive- to greenish-gray, yellowish-orange to dark-yellowish-brown, moderate-red, very-fine- to medium-grained, thin- to very-thick-bedded, cross-bedded, locally ripple-bedded, interbedded with shale and siltstone; forms ledges and cliffs. Sand stone in middle of formation in Scott and Russell counties is conglomeratic with quartzite pebbles and other rock clasts (Evans and Troensegarrd, 1991; Nolde and Diffenbach, 1988). Upper part intertongued with Lee in northern Lee County (Miller and Roen, 1973). Siltstone, shale, and mudstone, partly calcareous, greenish-gray, dark gray to grayish-black, pale- to moderate-red and mottled red and greenish-gray; siderite nodules in variegated shales and silt stones; fossils in dark-gray shale (Englund, 1968). Limestone, argillaceous, medium-gray, thin, lenticular, fossiliferous, in middle of formation, and in thin discontinuous beds at the base of the formation in the sub sur face in western Tazewell and eastern Buchanan Counties (Englund, 1981). Thin coal bed in upper part of formation in northern Lee County (Miller and Roen, 1973); coal and impure coal in thin discontinuous beds in middle of formation in northern Tazewell County; underlain by underclay, locally as much as three feet thick, with root casts (Englund, 1968). Top un con form able with the overlying Lee Formation in northwestern Wise and Dickenson counties and extreme northwestern Buchanan County but is intertonguing to the southeast (Mill er, 1974) and southwest in northern Lee County (Miller and Roen, 1973). Base conformable with the underlying Princeton Sandstone in northern Tazewell County, but is disconformable to the southwest because the Princeton wedges out southwestward in Tazewell County and the Bluestone lies on the Hinton Formation (Englund and Thomas, 1990). Bluestone thins northwestward and ranges in thickness from 40 feet in southwestern Lee County (Englund, Landis, and Smith, 1963) to as much as 850 feet to the northeast in Tazewell County (Englund and Thomas, 1990). Princeton Sandstone (Campbell and Mendenhall, 1896). Sandstone, light-gray to light-greenish-gray, weathered locally to pale-reddish-brown, fine- to coarse-grained, thin- to very thick- bedded, locally cross-bedded, calcite cemented, becomes friable upon weathering, contains conglomerate lenses as much as two feet thick with well-rounded to angular pebbles of quartz, shale, silt stone, limestone, chert, and ironstone; fossils in limestone clasts (Englund, 1968, 1979; Trent and Spencer, 1990). Wedges out southwestward in west-central Tazewell County (Englund, 1979). The Princeton as mapped in Lee County and southwestern Scott County (Harris and Miller, 1958; Miller and Roen, 1973) is a different sandstone. The Princeton ranges from 0 to 60 feet in thickness. Hinton Formation (Campbell and Mendenhall, 1896). Shale, siltstone, mudstone, sandstone, limestone, minor coal, underclay. Shale, siltstone, and mudstone, partly calcareous, grayish-red, medium-gray, and greenish-gray, fossiliferous. Sandstone, quartzose, feldspathic, very-light- to medium-light gray, greenish-gray, yellowish-brown, pale- to moderate-red, locally mottled, very-fine- to medium-grained, thin- to very thick- bedded, contains quartz-pebble con lomerate, tree trunk impressions, and coal fragments; cobbles in lowest member locally; interbedded with dark-gray to grayish-black shale. A widespread conglomeratic sandstone in the upper part of the formation has been misidentified as the stratigraphically higher Princeton Sandstone (Englund, 1979). Limestone, argillaceous, light-grayish-brown, medium-gray, thin-bedded, nodular, very fossiliferous, contains marine fossils of Chesterian age and is most widespread marine unit (Little Stone Gap Member) in the Hinton (Englund, 1979). Base conformable. The formation ranges from 164 feet in thickness in southwestern Lee County to 1320 feet in northern Tazewell County (Englund, 1968, 1979).	 ",VA003,shale,sandstone,mudstone; conglomerate; siltstone; limestone,VA001 VA002 VA003,
457,VA  ,Mpbg,Mpbg,Mpbg;0,VAMpbg;0,0,,Petersburg Granite,Mississippian,Petersburg Granite - Granite,,"Southeastern Piedmont From expanded explanation (ref. VA002): Petersburg Granite. Light- to dark-gray to pink, fine- to coarse-grained, equigranular to porphyritic, foliated to nonfoliated, ranges from granite to granodiorite in composition; multiple intrusive phases are present. The granite contains xenoliths of biotite gneiss and amphibolite. Mineralogy: quartz + sodic plagioclase + potassium feldspar + biotite +/- hornblende; accessory minerals include ilmenite, magnetite, pyrite, zircon, apatite, titanite, muscovite, and fluorite (Goodwin, 1970; Daniels and Onuschak, 1974; Wright and others, 1975). Current mapping restricts the Petersburg Granite to a contiguous unit that crops out in the Cities of Richmond and Petersburg; this roughly corresponds to one of four discrete plutons mapped as Petersburg Granite on the 1963 Geologic Map of Virginia. Samples from within this pluton were dated at 330 +/- 8 Ma (U-Pb zircon; Wright, and others, 1975). The northwestern edge of the pluton is mylonitized along the Hylas fault zone (Bobyarchick and Glover, 1979). ",VA003,granite,,,VA001 VA002 VA003,
458,VA  ,mpg,mpg,mpg;0,VAmpg;0,0,,Migmatitic Paragneiss,Proterozoic,Migmatitic paragneiss.,,"Central Piedmont From expanded explanation (ref. VA002): Migmatitic paragneiss. Leucocratic to mesocratic, medium- to coarse-grained layered gneiss contains interlayered biotite-rich and quartzofeldspathic zones, locally migmatitic; includes lesser amounts of biotite schist, muscovite schist, and thin lenticular amphibolite bodies. Mineralogy: biotite + muscovite + plagioclase + potassium feldspar + garnet +/- hornblende. ",VA003,paragneiss,,,VA001 VA002 VA003,
459,VA  ,Mpo,Mpo,Mpo;0,VAMpo;0,0,,Pocono Formation,Mississippian,"Pocono Formation - Sandstone, conglomeratic sandstone, and shale with carbonaceous partings and impure coal beds.",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Pocono Formation (Lesley, 1876). Quartzitic sandstone, light-gray or tan, medium- to coarse-grained, locally conglomeratic, thick-bedded, resistant, interbedded with thin, gray, organic shale and a few very-thin coal beds. Conformable with underlying Hampshire Formation; formation present northeast of Alleghany and Roanoke Counties. Thickness may exceed 750 feet. It is laterally equivalent to the Price Formation to the southwest. ",VA003,sandstone,shale,coal,VA001 VA002 VA003,
460,VA  ,Mpr,Mpr,Mpr;0,VAMpr;0,0,,Price Formation,Mississippian,"Price Formation - Sandstone, conglomeratic sandstone, and shale with carbonaceous partings and impure coal beds.",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. Va002): Price Formation (Campbell, 1894). Sandstone, quartzarenite, conglomerate, siltstone, shale, limestone, and coal. Sandstone, feldspathic, slightly micaceous, light-gray to medium-gray, weathers olive-gray to greenish-gray, few grayish-red beds, very-fine- to medium-grained, thin- to thick-bedded, cross-laminated in upper part of formation, locally conglomeratic with quartz pebbles and granules. The lowest part of the Price contains quartz pebble conglomerate and quartzarenite, with marine fossils in basal beds. Formation becomes finer grained to the southwest. Sandstone is dominant in the upper half of formation. Siltstone and silty shale, partly calcareous, locally pyritic and glauconitic, greenish-gray, medium-dark-gray to light-olive-gray, locally black and carbonaceous, laminated to medium-bedded, hard, hackly, fissile to platy, fossiliferous; interbedded with sandstone. Limestone, rare, argillaceous, arenaceous, very- thin beds, as much as six inches thick, in interbedded siltstones and shales (Bartlett, 1974, p. 83-84). Coal in upper part of formation (Bartholomew and Brown, 1992; Bartlett, 1974; Cooper, 1944). The Price is a westward thinning clastic wedge (Bartlett, 1974, p. 170) that is equivalent to part of the Grainger Formation in the southwesternmost part of Virginia. It overlies the Chemung Formation from southwestern Washington County to the north east and the Brallier Formation or the Chattanooga Shale to the southwest. Base is conformable, placed at the base of a conglomerate northeast of Lee County (Bartlett, 1974). Thickness is variable; it is 250 feet thick in Lee County, 185 feet thick (Henika, 1988) in Scott County and as much as 1800 feet thick (Campbell and others, 1925) in Montgomery County. ",VA003,sandstone,shale,siltstone; limestone; conglomerate; coal,VA001 VA002 VA003,
461,VA  ,msg,msg,msg;0,VAmsg;0,0,,Miocene Sand and Gravel,Tertiary,"Miocene Sand and Gravel - Sandy gravel, sand, silt, and clay.",,"Coastal Plain From expanded explanation (ref. VA002): Miocene sand and gravel. Fine- to coarse-grained sand, sandy gravel, silt, and clay, gray to light-yellowish-gray, commonly oxidized to yellowish-orange and yellowish-brown; pebbles and cobbles are deeply etched. Commonly caps interfluves at northwestern edge of Coastal Plain and constitutes thin Coastal Plain outliers in easternmost Pied mont where deposits directly overlie weathered crystalline rocks. In part, may represent a fluvial to marginal-marine facies of the Choptank Formation. Thickness is 0 to 30 feet. ",VA003,gravel,sand,silt; clay or mud,VA001 VA002 VA003,
462,VA  ,mss,mss,mss;0,VAmss;0,0,,Metasandstone and Metasiltstone,Proterozoic Z-Cambrian,Metasandstone and metasiltstone.,,"Western Piedmont, Central. From expanded explanation (ref. VA002): Metasandstone and metasiltstone (Pavlides, 1990). Quartz- and plagioclase-bearing metasandstone and metasiltstone are interbedded with chlorite- and muscovite-rich laminae; unit grades into phyllonite and mylonite in the Mountain Run fault zone. ",VA003,metasedimentary rock,meta-argillite,,VA001 VA002 VA003,
463,VA  ,my,my,my;0,VAmy;0,0,,"Mylonite, Mylonite Gneiss, and Cataclastic Rocks",Proterozoic - Paleozoic ?,"Mylonite, mylonite gneiss, and cataclastic rocks.",,"From expanded explanation (ref. VA002): Mylonite. Includes protomylonite, mylonite, ultramylonite, and cataclastic rocks. Lithology highly variable, depending on the nature of the parent rock, and on intensive parameters and history of deformation. In most mapped belts of mylonite and cataclastic rock (my), tectonized rocks anastomose around lenses of less-deformed or undeformed rock. In the Blue Ridge, some of these lenses are large enough to show at 1:500,000 scale. In many places mylonitic and cataclastic rocks are gradational into less deformed or undeformed adjacent rocks, and location of contacts between tectonized rocks (my) and adjacent units is approximate or arbitrary. These boundaries are indicated on the map by color-color joins with superimposed shear pattern. Most mapped belts of mylonite represent fault zones with multiple movement histories. In the Blue Ridge, Paleozoic age contractional deformation fabrics are superimposed on Late Precambrian extensional fabrics (Simpson and Kalaghan, 1989; Bailey and Simpson, 1993). Many Piedmont mylonite zones contain dextral-transpressional kinematic indicators that formed during Late Paleozoic collision al tectonics (Bobyarchick and Glover, 1979; Gates and others, 1986). Paleozoic and older faults were reactivated in many places to form extensional faults during the Mesozoic (Bobyarchick and Glover, 1979). ",VA003,mylonite,gneiss,cataclastite,VA001 VA002 VA003,
464,VA  ,Mz,Mz,Mz;0,VAMz;0,0,,Mississippian Formations Undivided,Mississippian,"Mississippian Formations Undivided - Includes Pennington Group, Bluefield Formation, Greenbrier Limestone, Maccrady Shale and Price Formation; Includes Newman Limestone, Fort Payne Chert, and Grainger Formation in western Lee County",,"Appalachian Plateaus and Valley and Ridge From expanded explanation (ref. VA002): Mississippian formations undivided: Pennington Group, Bluefield Formation, Greenbrier Limestone, Maccrady Shale, and Price Formation; includes Newman Limestone, Fort Payne Chert, and Grainger Formation in western Lee County. Refer to individual units for descriptions. ",VA003,shale,limestone,sandstone; siltstone; dolostone (dolomite); conglomerate; mudstone; arenite; coal; evaporite; chert,VA001 VA002 VA003,
465,VA  ,nv,nv,nv;0,VAnv;0,0,,North View Granite,Proterozoic,North View Granite,,"Carolina Slate Belt North View granite in expanded explanation (Karen Hostettler) From expanded explanation (ref. VA002): North View granite (Bentley, 1992). Light-gray, fine to coarse-grained, lineated to foliated to massive alkali granite composed of blocky alkali feldspar mesoperthite, quartz, magnetite, and minor aegirine, riebeckite, biotite, allanite, titanite, fluorite, zircon, and garnet. Minor microcline and albite form separate phases with recrystallization. Garnet, which may be metamorphic in origin, is grossular-almandine-spessartine with up to three percent yttrium; riebeckite is in the plane of foliation and is metamorphic in origin. The northern and western borders of the pluton are fine-grained and granophyric, with phenocrysts of mesoperthite, albite, and quartz; accessory and secondary minerals include magnetite, biotite, garnet, titanite, chlorite, epidote, muscovite, and calcite. ",VA003,granite,,,VA001 VA002 VA003,
466,VA  ,O[co,OCAco,OCAco;0,VAOCAco;0,0,,Conococheague Formation,Cambrian-Ordovician,"Conococheague Formation - Limestone, dolomite, and calcareous sandstone.",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Conococheague Formation (Stose, 1908). Dominantly limestone with significant dolostone and sandstone beds in lower part and locally in upper part. Limestone, medium- to very-dark-gray, fine-grained, thin-bedded with wavy siliceous partings that weather out in relief. Vertically repetitious primary sedimentary features such as sharpstone conglomerate, laminated bedding, and algal structures indicate cyclic sedimentation. Dolostone, medium-gray, fine- to medium-grained, laminated to massive-bedded with primary features similar to those in the limestones. Sandstone, medium-gray, brown weathering, cross-laminated, medium to thin-bedded, forms linear ridges, largely associated with dolostone beds but quartz sand common in most lithologies. Formation is present throughout the Valley of Virginia southeast of the Pulaski and North Mountain faults. It ranges in thickness from about 2200 feet in northern Virginia to 1,700 feet near Abingdon. The Conococheague is approximately equivalent to the Copper Ridge and Chepultepec Formations and conformably overlies the Elbrook Formation. ",VA003,limestone,dolostone (dolomite),sandstone,VA001 VA002 VA003,
467,VA  ,Oa,Oa,Oa;0,VAOa;0,0,,Arvonia Formation - Slate and porphyroblastic schist,Ordovician,Arvonia Formation - Slate and porphyroblastic schist,,"Central Virginia Volcanic-Plutonic Belt. From expanded explanation (ref. VA002): Slate and porphyroblastic schist. Dominantly dark gray to grayish-black, lustrous, very-fine-grained, graphitic slate (northeastern sector); and, medium-grained, porphyroblastic garnetiferous biotite schist (southwestern sector). Discontinuous beds of quartzose muscovite schist, coarse grained to pebbly micaceous quartzite, and conglomeratic schist occur along the margins of the outcrop belt, stratigraphically at the base of the section. Interbeds of dacite metatuff occur in the western portion of the slate outcrop belt. Graded laminated metasiltstone and metasandstone are interbedded with slate in the central and eastern portions of the outcrop belt at the latitude of the James River (Evans and Marr, 1988); these rocks pass into porphyroblastic schists at higher metamorphic grades to the southwest. A distinctive garnet-amphibole-quartz interbed occurs within porphyroblastic schist south of the James River (volcanogenic marker?; Brown, 1969); north of the river, this passes down metamoprphic grade into what is described as an oolitic chlorite schist (Smith and others, 1964). Mineralogy: (slate) chlorite + mus co vite + plagioclase + quartz + magnetite +/- biotite +/- calcite +/- graphite +/- pyrite; (porphyroblastic schist) biotite + muscovite + garnet + quartz + plagioclase + magnetite +/- kyanite +/- calcite; tourmaline and zircon are common accessories. Geophysical signature: The Arvonia is marked by positive magnetic and radiometric anomalies. Originally referred to as the slate in the Arvonia belt by Rogers (1884), the unit was named Arvonia slate by Stose and Stose (1948), and raised to formation status by Brown (1969). An Upper Ordovician age for the Arvonia has been established from fossils collected by Watson and Powell (1911), Stose and Stose (1948), Tillman (1970), and Kolata and Pavlides (1986). The Arvonia has long been considered unconformable on top of adjacent units. Micaceous quartzite, pebbly mus covite schist, and conglomeratic schist are common at the base of the section where that boundary is not faulted (Stose and Stose, 1948; Smith and others, 1964; Brown, 1969; Evans and Marr, 1988). The base of the Arvonia is exposed in an old railroad cut near Carysbrook, Fluvanna County (Smith and others, 1964); there, a micaceous quartzite containing quartz pebbles rests on granite of the Carysbrook pluton. The Stoses (1948) considered the Arvonia a sequence deposited on a post-Taconic-orogeny regional unconformity, and folded and metamorphosed during subsequent orogenies; that interpretation is consistent with geologic constraints as we know them today. The Arvonia is correlated with the Quantico Formation. History of the Arvonia district slate industry is discussed by Brown (1969) and Evans and Marr (1988). ",VA003,slate,schist,,VA001 VA002 VA003,
